Nr	Name	Land	Wahlberechtigte	Wähler	Ungültige	Ungültige	Gültige	Gültige	SPD	SPD	CDU	CDU	CDU	CSU	FDP	FDP	GRÜNE	GRÜNE	ASD	ASD	B P	B P	C.B.V.	C.B.V.	ZENTRUM	ZENTRUM	MUENDIGE	MUENDIGE	FRAUEN	FRAUEN	FAP	FAP	MLPD	MLPD	NPD	NPD	OE D P	OE D P	PATRIOTEN	PATRIOTEN	FAMILIE	SOLIDARITAET	F S U	H P	U A P	Übrige
					Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Erststimmen	Erststimmen	Erststimmen	Erststimmen	Erststimmen
																																														
63	BONN	NW	213109	184992	2111	1260	182881	183732	58940	52696	92036	82163	0	0	13784	26749	16226	20383	0	0	0	0	0	0	0	188	0	118	0	330	0	0	0	48	0	520	0	427	294	110	0	0	0	0	0	1601
64	RHEIN-SIEG-KREIS I	NW	186259	160864	1890	1283	158974	159581	62046	57744	78865	71459	0	0	8063	17381	9415	11673	0	0	0	0	0	0	0	126	0	111	0	220	0	0	0	23	0	505	0	274	161	65	0	0	0	0	0	424
65	RHEIN-SIEG-KREIS II	NW	178743	156952	1880	1184	155072	155768	46531	43527	85846	77239	0	0	10876	21680	11352	11975	0	0	0	0	0	0	0	133	0	118	0	223	0	0	0	39	0	399	0	373	0	62	0	0	0	0	0	467
66	OBERBERGISCHER KREIS	NW	187313	160148	1690	1238	158458	158910	64796	60378	79682	71815	0	0	6199	15117	7443	10210	0	0	0	0	0	0	0	166	0	137	0	222	0	0	0	33	0	552	0	238	0	42	0	0	0	0	0	338
67	RHEINISCH-BERGISCHER KREIS I	NW	162596	141236	1391	903	139845	140333	48955	45693	71859	61933	0	0	7940	19214	10246	12130	0	0	0	0	0	0	0	122	0	93	0	211	0	0	0	31	0	478	0	399	0	29	0	0	0	0	0	845
68	LEVERKUSEN – RHEINISCH-BERGISCHER KREIS II	NW	151596	129853	1560	1046	128293	128807	57845	54728	56412	50388	0	0	5802	13261	7810	9165	0	0	0	0	0	0	0	74	0	98	0	211	0	0	0	46	0	585	0	206	0	45	0	0	0	0	0	424
69	WUPPERTAL I	NW	146537	123975	850	672	123125	123303	56126	54231	46648	43381	0	0	10593	14102	8350	10607	0	0	0	0	0	0	0	51	0	83	0	117	0	0	0	29	505	527	0	131	60	44	0	0	0	0	0	843
70	WUPPERTAL II	NW	137683	116076	906	695	115170	115381	56850	54378	44321	40689	0	0	6131	11473	6721	7897	0	0	0	0	0	0	0	78	0	65	0	139	0	0	0	45	504	475	0	115	0	27	0	0	0	0	0	643
71	SOLINGEN – REMSCHEID	NW	210429	173498	1767	1132	171731	172366	75150	71968	76217	68210	0	0	9214	18417	9949	12191	0	0	0	0	0	0	0	100	0	121	0	233	0	0	0	79	0	737	0	230	226	80	0	0	0	0	0	975
72	METTMANN I	NW	193263	165485	1474	1132	164011	164353	71302	63350	75371	66683	0	0	7034	18916	9602	13868	0	0	0	0	0	0	0	159	0	126	0	282	0	0	0	33	0	657	0	225	183	54	0	0	0	0	0	519
73	METTMANN II	NW	172349	146975	1365	1068	145610	145907	59736	60488	71327	58482	0	0	5820	15125	8003	10545	0	0	0	0	0	0	0	120	0	92	0	255	0	0	0	35	0	536	0	186	0	43	0	0	0	0	0	724
74	DUESSELDORF I	NW	230357	193541	1834	1250	191707	192291	75550	71597	86971	76880	0	0	12124	23075	15602	19190	0	0	0	0	0	0	0	160	0	120	0	273	0	0	0	58	0	612	0	245	186	81	0	0	0	122	0	1152
75	DUESSELDORF II	NW	205224	169471	1766	1223	167705	168248	74582	74580	67377	62509	0	0	6380	13783	18226	15827	0	0	0	0	0	0	0	115	0	103	0	243	0	0	0	61	0	718	0	224	180	85	0	0	0	79	0	881
76	NEUSS I	NW	146331	125105	1214	882	123891	124223	49819	45921	61279	56607	0	0	4473	10904	7032	9363	0	0	0	0	0	0	0	258	0	103	0	216	0	0	0	18	640	618	0	188	0	27	0	0	0	0	0	648
77	NEUSS II	NW	158891	138486	1198	925	137288	137561	51205	47038	69641	64148	0	0	7054	15460	8338	9654	0	0	0	0	0	0	0	171	0	72	0	225	0	0	0	18	527	502	0	240	0	33	0	0	0	0	0	523
78	MOENCHENGLADBACH	NW	196118	156265	1694	1333	154571	154932	56567	55794	76486	72285	0	0	9547	14560	10301	10879	0	0	0	0	0	0	0	122	0	134	0	260	0	0	0	26	601	573	0	251	0	48	0	0	0	0	0	1069
79	KREFELD	NW	173615	142920	1628	1025	141292	141895	60043	58001	65227	57218	0	0	5649	14001	9676	11313	0	0	0	0	0	0	0	97	0	97	0	222	0	0	0	48	0	505	0	334	163	59	0	0	0	0	0	534
80	VIERSEN	NW	200859	169089	1972	1486	167117	167603	60976	59092	85623	79049	0	0	8396	16544	11091	11509	0	0	0	0	0	0	0	147	0	119	0	249	0	0	0	31	0	471	0	319	176	73	0	0	0	0	0	855
81	KLEVE	NW	194394	168051	2581	1679	165470	166372	55264	54530	91275	86476	0	0	7126	13336	10771	10624	0	0	0	0	0	0	0	161	0	98	0	229	0	0	0	38	425	393	0	427	90	60	0	0	0	0	0	519
82	WESEL I	NW	167375	144428	1303	1038	143125	143390	73058	68634	54817	52166	0	0	5504	11651	8720	9913	0	0	0	0	0	0	0	83	0	66	0	192	0	0	0	29	407	403	0	212	52	41	0	0	0	0	0	567
83	WESEL II	NW	157722	135887	1211	952	134676	134935	75336	70271	47109	45621	0	0	4594	8848	6633	9057	0	0	0	0	0	0	0	58	0	80	0	207	0	0	0	77	519	511	0	177	0	28	0	0	0	0	0	485
84	DUISBURG I	NW	208785	177596	1775	1309	175821	176287	100662	98830	57317	53608	0	0	4571	9580	12109	12856	0	0	0	0	0	0	0	93	0	99	0	211	0	0	0	153	0	625	0	173	196	59	0	0	0	72	0	894
85	DUISBURG II	NW	187181	153086	1797	1308	151289	151778	96232	95849	42632	40528	0	0	2950	5620	8730	8510	0	0	0	0	0	0	0	97	0	79	0	153	0	0	0	94	0	652	0	105	182	91	0	0	0	0	0	563
86	OBERHAUSEN	NW	173359	145391	1951	1064	143440	144327	84820	83319	45960	44645	0	0	3364	6366	7799	8927	0	0	0	0	0	0	0	112	0	63	0	151	0	0	0	93	551	502	0	115	0	34	0	0	0	0	0	946
87	MUELHEIM	NW	142215	122694	1235	823	121459	121871	62755	61362	43480	39619	0	0	4452	10559	9495	9379	0	0	0	0	0	0	0	57	0	62	0	167	0	0	0	50	487	461	0	115	0	40	0	0	0	0	0	790
88	ESSEN I	NW	161598	133308	1263	873	132045	132435	73613	72024	45038	42724	0	0	3204	6990	9178	9703	0	0	0	0	0	0	0	94	0	55	0	160	0	0	0	103	0	402	0	141	121	39	0	0	0	0	77	814
89	ESSEN II	NW	143139	116141	1003	784	115138	115357	73556	72283	32515	31621	0	0	1948	4223	5766	6299	0	0	0	0	0	0	0	65	0	34	0	130	0	0	0	73	498	483	0	115	60	31	0	0	0	0	0	795
90	ESSEN III	NW	194735	164970	1460	978	163510	163992	73414	69916	69473	61639	0	0	7345	16806	12003	14429	0	0	0	0	0	0	0	135	0	78	0	175	0	0	0	60	0	448	0	259	127	47	0	0	0	0	76	1072
91	RECKLINGHAUSEN I	NW	178287	152859	1597	1073	151262	151786	81546	81914	54138	51381	0	0	3908	7201	10273	10022	0	0	0	0	0	0	0	78	0	72	0	201	0	0	0	79	693	622	0	177	0	39	0	0	0	0	0	704
92	RECKLINGHAUSEN II	NW	199541	171873	1844	1179	170029	170694	85984	85248	65620	63440	0	0	4911	9616	12763	11096	0	0	0	0	0	0	0	163	0	86	0	216	0	0	0	43	0	499	0	204	190	83	0	0	0	0	0	561
93	GELSENKIRCHEN I	NW	136103	112117	1281	855	110836	111262	65865	67137	34034	32239	0	0	1925	3871	7963	6908	0	0	0	0	0	0	0	78	0	56	0	123	0	0	387	245	0	477	0	89	112	39	0	0	0	0	0	550
94	GELSENKIRCHEN II – RECKLINGHAUSEN III	NW	138436	117863	1240	833	116623	117030	67720	68068	37512	35758	0	0	2579	4921	8012	7377	0	0	0	0	0	0	0	77	0	56	0	116	0	0	209	100	0	389	0	115	149	53	0	0	0	0	0	442
95	BOTTROP – RECKLINGHAUSEN IV	NW	151166	130766	1116	903	129650	129863	75411	75108	42655	41265	0	0	2506	5310	7082	7232	0	0	0	0	0	0	0	64	0	58	0	156	0	0	0	62	537	476	0	94	0	38	0	0	0	0	0	1459
96	BORKEN	NW	225629	197309	2342	1608	194967	195701	60847	57838	118502	112700	0	0	5187	12933	9281	10617	0	0	0	0	0	0	0	316	0	102	0	322	0	0	0	18	443	396	0	418	0	41	0	0	0	0	0	707
97	COESFELD – STEINFURT I	NW	206067	182598	1965	1469	180633	181129	54888	53533	105474	97011	0	0	6975	15696	11996	13127	0	0	0	0	0	0	0	418	0	116	0	312	0	0	0	41	460	420	0	389	105	66	0	0	0	0	0	735
98	STEINFURT II	NW	213641	186308	2241	1479	184067	184829	80384	76311	83802	79284	0	0	8382	15203	10184	12550	0	0	0	0	0	0	0	248	0	97	0	268	0	0	0	24	516	495	0	311	0	38	0	0	0	0	0	799
99	MUENSTER	NW	192217	167203	1596	997	165607	166206	58964	53782	74832	67454	0	0	9751	19825	18816	23674	0	0	0	0	0	0	0	206	0	106	0	280	0	0	0	31	397	385	0	396	124	67	0	0	0	0	0	2723
100	WARENDORF	NW	185902	164117	2021	1520	162096	162597	57973	58312	83880	77323	0	0	7750	13903	10859	11504	0	0	0	0	0	0	0	265	0	90	0	273	0	0	0	22	607	553	0	297	81	55	0	0	0	0	0	946
101	GUETERSLOH	NW	216765	188082	2162	1534	185920	186548	69568	64874	96590	88221	0	0	8215	17401	10645	14307	0	0	0	0	0	0	0	192	0	116	0	336	0	0	0	33	0	627	0	374	189	67	0	0	0	0	0	713
102	BIELEFELD	NW	233515	200949	2307	1789	198642	199160	85496	83568	85353	75383	0	0	7033	18326	18377	20149	0	0	0	0	0	0	0	113	0	129	0	227	0	0	0	55	839	845	0	277	113	88	0	0	0	0	0	1431
103	HERFORD	NW	181681	157953	2279	1870	155674	156083	74007	72568	64733	58886	0	0	6083	12429	9455	10691	0	0	0	0	0	0	0	52	0	127	0	222	0	0	0	42	844	812	0	212	0	42	0	0	0	0	0	552
104	MINDEN-LUEBBECKE	NW	226565	194123	2402	2044	191721	192079	96135	89595	76255	70528	0	0	9200	17742	9502	12529	0	0	0	0	0	0	0	84	0	147	0	277	0	0	0	62	0	762	0	297	0	56	0	0	0	0	0	629
105	LIPPE I	NW	162281	141466	1477	1396	139989	140070	66736	63408	56492	51392	0	0	7593	13505	7882	10333	0	0	0	0	0	0	0	80	0	118	0	198	0	0	0	18	769	747	0	211	95	60	0	0	0	0	0	422
106	HOEXTER – LIPPE II	NW	201777	175438	2048	1670	173390	173768	62499	60225	91203	84686	0	0	7722	15287	10604	11771	0	0	0	0	0	0	0	248	0	138	0	288	0	0	0	31	764	762	0	292	0	40	0	0	0	0	0	598
107	PADERBORN	NW	171224	146549	1885	1290	144664	145259	38173	37329	88838	85449	0	0	6633	11231	9665	9786	0	0	0	0	0	0	0	231	0	95	0	257	0	0	0	28	555	509	0	296	0	48	0	0	0	0	0	800
108	HAGEN	NW	162919	136202	1337	1065	134865	135137	66471	65005	53442	49283	0	0	4745	9672	8594	9582	0	0	0	0	0	0	0	82	0	82	0	227	0	0	0	70	984	928	0	167	0	39	0	0	0	75	0	554
109	ENNEPE-RUHR-KREIS I	NW	187699	164070	1319	1083	162751	162987	82633	80941	60515	55163	0	0	6517	13435	11427	12126	0	0	0	0	0	0	0	73	0	101	0	198	0	0	0	46	815	695	0	175	0	34	0	0	0	0	82	762
110	BOCHUM I	NW	197103	168363	1464	1084	166899	167279	94756	94311	54428	51301	0	0	3666	8042	12406	12387	0	0	0	0	0	0	0	96	0	86	0	196	0	0	0	55	682	592	0	169	0	44	0	0	0	0	68	893
111	BOCHUM II – ENNEPE-RUHR-KREIS II	NW	194728	168022	1632	1246	166390	166776	96189	94291	51181	47490	0	0	4098	9608	13465	14132	0	0	0	0	0	0	0	73	0	104	0	193	0	0	0	91	639	563	0	186	0	45	0	0	0	0	49	769
112	HERNE	NW	134680	112836	1009	779	111827	112057	68344	67657	33670	32186	0	0	1918	4228	6591	6926	0	0	0	0	0	0	0	52	0	61	0	167	0	0	0	53	658	589	0	88	71	50	0	0	0	0	0	575
113	DORTMUND I	NW	147310	121548	1262	921	120286	120627	64459	63857	39901	37966	0	0	3497	6271	10464	11375	0	0	0	0	0	0	0	59	0	59	0	158	0	0	0	70	749	658	0	101	99	53	0	0	0	0	0	1117
114	DORTMUND II	NW	137472	117283	1220	849	116063	116434	70490	70674	34728	32902	0	0	2342	4610	7211	7148	0	0	0	0	0	0	0	38	0	40	0	166	0	0	0	58	687	647	0	109	61	42	0	0	0	95	0	449
115	DORTMUND III	NW	168598	146262	1524	1056	144738	145206	77903	76649	49029	45218	0	0	5100	10168	11646	12146	0	0	0	0	0	0	0	56	0	67	0	188	0	0	0	53	0	402	0	197	162	62	0	0	0	0	0	898
116	UNNA I	NW	192609	170019	1872	1458	168147	168561	93094	91327	56550	52913	0	0	5653	10858	11153	11952	0	0	0	0	0	0	0	64	0	87	0	232	0	0	0	47	901	837	0	167	103	77	0	0	0	0	0	693
117	HAMM – UNNA II	NW	234353	201303	2196	1660	199107	199643	97601	98728	81727	75546	0	0	5576	11277	12153	12203	0	0	0	0	0	0	0	112	0	116	0	321	0	0	0	44	969	926	0	261	135	109	0	0	0	0	0	946
118	SOEST	NW	200864	174122	1991	1492	172131	172630	66467	64410	85790	79861	0	0	7253	14263	11304	12147	0	0	0	0	0	0	0	337	0	114	0	338	0	0	0	46	764	731	0	348	0	35	0	0	0	0	0	553
119	HOCHSAUERLANDKREIS	NW	200740	176781	1981	1497	174800	175284	58480	56458	100764	94357	0	0	6815	13318	8320	9642	0	0	0	0	0	0	0	305	0	108	0	243	0	0	0	29	0	487	0	289	0	48	0	0	0	0	0	421
120	SIEGEN-WITTGENSTEIN I	NW	168191	144939	1608	1039	143331	143900	63931	62270	65615	58614	0	0	5976	12573	6643	9035	0	0	0	0	0	0	0	122	0	92	0	155	0	0	0	23	670	693	0	261	73	62	0	0	0	0	0	423
121	OLPE – SIEGEN-WITTGENSTEIN II	NW	141184	124352	1470	909	122882	123443	43050	42014	70004	65484	0	0	3703	8932	5766	6067	0	0	0	0	0	0	0	141	0	73	0	155	0	0	0	24	0	336	0	192	0	25	0	0	0	0	0	359
122	MAERKISCHER KREIS I	NW	158520	133549	1216	1069	132333	132480	52762	51777	65614	59598	0	0	4347	10836	8333	8567	0	0	0	0	0	0	0	137	0	89	0	328	0	0	0	20	903	890	0	204	0	34	0	0	0	0	0	374
123	MAERKISCHER KREIS II	NW	160831	133867	1127	990	132740	132877	62752	58994	56620	51930	0	0	5770	12459	5985	7797	0	0	0	0	0	0	0	99	0	119	0	274	0	0	0	28	913	890	0	215	121	72	0	0	0	0	0	579
905	NORDRHEIN-WESTFALEN	NW	12827646	10956596	117530	86504	10839066	10870092	4871377	4693081	4731211	4357794	0	0	441311	909141	708622	813071	0	0	0	0	0	0	0	9081	0	6690	0	15799	0	0	596	3579	26935	41530	0	16395	5406	3931	130	0	0	507	352	52619
																																														
124	WALDECK	HE	154108	135404	1769	1446	133635	133958	66182	62358	52752	48843	0	0	6375	12370	6923	8785	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	36	941	855	0	362	0	70	0	0	0	0	0	462
125	KASSEL	HE	179017	152132	2298	1655	149834	150477	71453	67209	55925	50637	0	0	6828	13440	13493	17578	0	0	0	0	0	0	0	0	0	0	0	388	0	0	0	69	848	772	0	280	131	104	0	0	0	0	0	1156
126	WERRA-MEISSNER	HE	161929	144320	2138	1510	142182	142810	77196	74991	49975	46637	0	0	5714	9884	8533	10074	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	46	0	575	0	194	169	87	0	0	0	0	0	595
127	SCHWALM-EDER	HE	147410	129638	2167	1492	127471	128146	62827	60799	50716	45902	0	0	5949	11145	7441	8724	0	0	0	0	0	0	0	0	0	0	0	314	0	0	0	23	0	847	0	332	0	60	0	0	0	0	0	538
128	HERSFELD	HE	161378	143851	2852	1900	140999	141951	66287	63925	60458	56280	0	0	5267	10638	7531	9358	0	0	0	0	0	0	0	0	0	0	0	342	0	0	0	48	1068	1097	0	196	0	67	0	0	0	0	0	388
129	MARBURG	HE	171256	148229	2154	1602	146075	146627	62380	60337	63642	57108	0	0	5151	11987	12114	15479	349	0	0	0	0	0	0	0	0	0	0	369	0	0	0	40	0	913	0	322	0	72	0	0	0	0	0	2439
130	LAHN-DILL	HE	200734	167619	1729	1504	165890	166115	78431	73250	70990	65600	0	0	6006	13243	8914	11588	0	0	0	0	0	0	0	0	0	0	0	385	0	0	0	50	1549	1534	0	390	0	75	0	0	0	0	0	0
131	GIESSEN	HE	197200	169847	2518	2036	167329	167811	72465	68472	71363	65692	0	0	8486	16061	12215	15245	0	0	0	0	0	0	0	0	0	0	0	444	0	0	0	35	1297	1261	0	359	297	242	0	0	0	0	0	1206
132	FULDA	HE	219361	190875	3748	2601	187127	188274	58702	57511	107922	101545	0	0	9079	15489	10223	11429	0	0	0	0	0	0	426	0	0	0	0	519	0	0	0	57	0	1190	0	402	0	132	0	0	0	0	0	775
133	HOCHTAUNUS	HE	230310	201368	2851	2175	198517	199193	68742	62717	100235	89601	0	0	12198	25539	14609	18840	0	0	0	0	0	0	0	0	0	0	0	521	0	0	0	48	1349	1355	0	423	195	149	0	0	0	0	0	1189
134	WETTERAU	HE	194955	167210	2555	2062	164655	165148	68649	64493	74667	69380	0	0	7079	14902	10355	12861	0	0	0	0	0	0	0	0	0	0	0	440	0	0	0	47	2848	2570	0	333	162	122	0	0	0	0	0	895
135	RHEINGAU-TAUNUS – LIMBURG	HE	200060	172716	2594	2021	170122	170695	61728	57402	86670	80328	0	0	7759	16110	11978	14609	0	0	0	0	0	0	232	0	0	0	0	447	0	0	0	39	1209	1142	0	512	0	106	0	0	0	0	0	546
136	WIESBADEN	HE	194927	158921	3125	1819	155796	157102	62164	56612	71789	64358	0	0	8050	16844	11114	17131	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	35	1187	1231	405	398	167	174	0	0	0	0	0	920
137	HANAU	HE	222289	190218	2589	2570	187629	187648	76008	70771	86122	81488	0	0	8007	15414	14267	16943	0	0	0	0	0	0	0	0	0	0	0	597	0	0	0	54	1795	1694	0	493	238	194	0	0	0	0	0	1192
138	FRANKFURT AM MAIN I – MAIN-TAUNUS	HE	176293	146635	1629	1552	145006	145083	53309	50494	70265	63082	0	0	7290	14395	11460	14751	0	0	0	0	0	0	0	0	0	0	0	398	0	0	0	39	1426	1461	336	342	133	121	0	0	0	0	0	787
139	FRANKFURT AM MAIN II	HE	156335	126293	1846	1337	124447	124956	44607	40086	56720	51273	0	0	6926	13119	14163	18565	0	0	0	0	0	0	0	0	0	0	0	372	0	0	0	52	0	1077	386	289	286	123	0	0	0	0	0	1359
140	FRANKFURT AM MAIN III	HE	156859	126926	1593	1465	125333	125461	50167	42637	54090	50278	0	0	5411	11183	13271	19405	0	0	0	0	0	0	0	0	0	0	0	390	0	0	0	75	1113	1127	0	252	149	114	0	0	0	0	0	1132
141	GROSS-GERAU	HE	214026	186361	3291	2384	183070	183977	76426	71245	79997	74116	0	0	7212	15767	16576	20184	0	0	0	0	0	0	0	0	0	0	0	612	0	0	0	72	1562	1472	0	381	0	128	0	0	0	0	0	1297
142	OFFENBACH	HE	211952	178195	3010	2025	175185	176170	65864	61390	83329	75906	0	0	8316	17567	15047	18863	0	0	0	0	0	0	0	0	0	0	0	549	0	0	0	45	0	1249	612	432	359	169	0	0	0	0	0	1658
143	DARMSTADT	HE	206652	176537	3031	2187	173506	174350	74089	66480	69869	64920	0	0	9498	18194	16682	22512	0	0	0	0	0	0	0	0	0	0	0	542	0	0	0	85	1133	1105	0	375	166	137	0	0	0	0	0	2069
144	ODENWALD	HE	236604	206300	4121	2976	202179	203324	83493	76560	92413	88509	0	0	8232	16740	15102	18638	0	0	0	0	0	0	0	0	0	0	0	670	0	0	0	81	1597	1460	0	548	0	118	0	0	0	0	0	1342
145	BERGSTRASSE	HE	186296	162564	2474	2031	160090	160533	65878	60715	76501	71560	0	0	5613	13563	10375	12665	0	0	0	0	0	0	0	0	0	0	0	372	0	0	0	44	1065	1089	0	425	144	100	0	0	0	0	0	514
906	HESSEN	HE	4179951	3582159	56082	42350	3526077	3539809	1467047	1370454	1586410	1463043	0	0	160446	323594	262386	334227	349	0	0	0	0	0	658	0	0	0	0	9591	0	0	0	1120	21987	27076	1739	8040	2596	2664	0	0	0	0	0	22459
																																														
146	NEUWIED	RP	221030	192827	2419	1854	190408	190973	77110	72991	93328	86301	0	0	8877	17283	10345	12907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	621	0	622	331	175	0	0	0	0	0	417
147	AHRWEILER	RP	173090	150643	2248	1589	148395	149054	46366	44779	85515	79993	0	0	7128	13694	8961	9177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	475	0	783	0	101	0	0	0	0	0	425
148	KOBLENZ	RP	184257	158828	2150	1504	156678	157324	59131	54734	78615	74219	0	0	7699	15019	9257	11553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	537	1258	1112	204	114	0	0	0	0	0	514
149	COCHEM	RP	135867	119908	2679	1902	117229	118006	35944	34240	65129	62319	0	0	8831	12379	6692	7510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	818	0	534	0	119	0	0	0	0	0	633
150	KREUZNACH	RP	185370	159462	2281	1740	157181	157722	72737	68522	64403	60838	0	0	8528	15573	9361	10984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	1158	1155	0	447	216	152	0	0	0	0	0	778
151	BITBURG	RP	158295	137416	3789	2671	133627	134745	36547	34973	81380	77073	0	0	7064	12580	7792	8454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	657	0	772	321	158	0	0	0	0	0	523
152	TRIER	RP	174988	150970	2819	2496	148151	148474	54050	52324	77034	70677	0	0	5096	11898	10406	11912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	701	1030	768	0	107	0	0	0	0	0	535
153	MONTABAUR	RP	227740	197798	3095	1879	194703	195919	78398	75861	94001	88857	0	0	9626	16687	11818	12659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	849	0	749	322	177	0	0	0	0	0	538
154	MAINZ	RP	224480	193089	2532	2001	190557	191088	72599	67017	86012	77593	0	0	10994	21900	18510	22332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	1207	1142	0	845	241	187	0	0	0	0	0	994
155	WORMS	RP	170548	147238	2075	1794	145163	145444	65202	61952	60138	54961	0	0	7341	14019	9710	12147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	1921	1735	0	455	0	100	0	0	0	0	0	851
156	FRANKENTHAL	RP	143934	126808	2006	1741	124802	125067	56808	53283	52219	49361	0	0	6327	11327	7169	9029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	1577	1514	0	340	199	169	0	0	0	0	0	503
157	LUDWIGSHAFEN	RP	159359	136571	1558	1527	135013	135044	62157	57586	59258	54710	0	0	4291	10690	7414	10317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	1037	1040	0	474	185	175	0	0	0	0	0	671
158	NEUSTADT – SPEYER	RP	171689	150564	2135	1873	148429	148691	55078	51572	73550	68670	0	0	7114	14246	9725	11846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	1333	1326	882	802	201	183	0	0	0	0	0	546
159	KAISERSLAUTERN	RP	212892	181950	2745	2448	179205	179502	87296	81628	72004	69481	0	0	6797	12521	9916	12996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	2245	2147	0	494	0	144	0	0	0	0	0	947
160	PIRMASENS	RP	147871	126655	2634	2218	124021	124437	49841	47448	61067	57736	0	0	4587	9292	5931	7596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	1740	1699	0	415	237	198	0	0	0	0	0	618
161	SUEDPFALZ	RP	183510	162875	2591	2389	160284	160486	57391	53265	79425	77844	0	0	8201	14242	9763	12183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1795	1715	0	1058	0	131	0	0	0	0	0	3709
907	RHEINLAND-PFALZ	RP	2874920	2493602	39756	31626	2453846	2461976	966655	912175	1183078	1110633	0	0	118501	223350	152770	183602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1025	14013	18131	3170	10670	2457	2390	0	0	0	0	0	13202
																																														
162	STUTTGART I	BW	191518	158304	1678	1140	156626	157164	50789	45570	68724	57389	0	0	15345	28464	19071	22866	0	0	0	0	0	0	0	159	0	233	0	445	164	0	0	206	1160	1271	0	460	120	101	0	0	0	0	0	1253
163	STUTTGART II	BW	198043	161762	2183	1462	159579	160300	63899	55696	65338	61500	0	0	14933	22367	12492	17306	0	0	0	0	0	0	0	143	0	237	0	503	0	0	0	231	1849	1811	0	406	171	100	0	0	0	0	0	897
164	BOEBLINGEN	BW	221543	187873	2423	1692	185450	186181	59951	52618	93999	84171	0	0	12148	27304	16625	18628	0	0	0	0	0	0	0	242	0	226	0	463	0	0	0	134	1939	1811	0	491	173	93	0	0	0	0	0	615
165	ESSLINGEN	BW	157335	134743	1489	1020	133254	133723	48916	40005	67695	60335	0	0	7105	18133	8832	13369	0	0	0	0	0	0	0	97	0	123	0	308	0	0	0	132	0	827	0	317	180	77	0	0	0	0	0	526
166	NUERTINGEN	BW	170472	145481	1872	1322	143609	144159	44611	41249	71893	64118	0	0	10874	21551	14200	14490	0	0	0	0	0	0	0	162	0	178	0	397	0	0	0	116	1333	1399	0	448	0	51	0	0	0	0	0	698
167	GOEPPINGEN	BW	168697	140255	2376	1608	137879	138647	48301	44522	67535	61607	0	0	9865	17955	8871	11583	0	0	0	0	0	0	0	158	0	178	0	409	0	0	0	66	1899	1794	0	330	0	45	0	0	0	0	0	1408
168	WAIBLINGEN	BW	199106	166847	2366	2484	164481	164363	41589	49402	69872	70798	0	0	10923	25130	8483	15334	0	0	0	0	0	0	0	327	0	245	0	600	0	0	0	128	1076	1789	0	495	82	115	0	0	0	0	0	32456
169	LUDWIGSBURG	BW	187621	159360	1812	1375	157548	157985	52106	48482	80048	65097	0	0	8947	24622	13876	16319	0	0	0	0	0	0	0	158	0	207	0	484	0	0	0	98	1779	1963	0	487	0	68	0	0	0	0	0	792
170	NECKAR-ZABER	BW	169156	143390	2062	1510	141328	141880	47690	44973	68200	59041	0	0	11272	20737	11297	13821	0	0	0	0	0	0	0	185	0	177	0	445	0	0	0	68	1945	1995	0	373	0	65	0	0	0	0	0	924
171	HEILBRONN	BW	221456	184798	2689	2122	182109	182676	76210	63943	85162	78285	0	0	8029	20715	9956	15772	0	0	0	0	0	0	0	177	0	221	0	531	0	0	0	96	2112	2371	0	484	0	81	0	0	0	0	0	640
172	SCHWAEBISCH HALL	BW	181074	146729	2130	1904	144599	144825	43894	43426	72387	62961	0	0	14012	21413	11390	13136	0	0	0	0	0	0	0	256	0	248	0	502	0	0	0	95	2059	2254	0	452	0	82	0	0	0	0	0	857
